model,month,players_seen,effective_min,effective_p01,effective_p10,effective_p25,effective_p50,effective_p75,effective_p90,effective_p99,effective_max
provisional_9_seed,2012-10,188463,641.3915653549851,977.5,1192.5,1322.5,1457.5,1602.5,1737.5,1997.5,2390.689296179605
provisional_9_seed,2012-11,190357,638.8319470870445,972.5,1192.5,1322.5,1457.5,1602.5,1737.5,1997.5,2397.849502094398
provisional_9_seed,2012-12,192314,645.8984549364862,977.5,1197.5,1322.5,1462.5,1602.5,1742.5,2002.5,2388.517713100917
provisional_9_seed,2013-01,194095,647.4378870589289,972.5,1192.5,1322.5,1462.5,1602.5,1742.5,1997.5,2344.8145117238087
provisional_9_seed,2013-02,195949,636.5681438700253,962.5,1187.5,1317.5,1457.5,1597.5,1737.5,1997.5,2414.739985908962
provisional_9_seed,2013-03,198152,603.3134159063972,957.5,1182.5,1312.5,1452.5,1597.5,1737.5,1997.5,2396.3477509257314
provisional_9_seed,2013-04,200710,600.9930535466524,962.5,1182.5,1317.5,1452.5,1597.5,1737.5,2002.5,2428.737595512078
provisional_9_seed,2013-05,203414,596.5263217166156,962.5,1182.5,1317.5,1457.5,1602.5,1742.5,2002.5,2379.5779863970783
provisional_9_seed,2013-06,206152,572.9460222895368,962.5,1182.5,1317.5,1457.5,1602.5,1742.5,2002.5,2341.709056793811
provisional_9_seed,2013-07,208061,567.6365590574678,962.5,1182.5,1317.5,1452.5,1597.5,1737.5,2002.5,2421.3617776550072
provisional_9_seed,2013-08,210261,579.2616447002567,957.5,1182.5,1312.5,1452.5,1597.5,1742.5,2002.5,2377.1583599717655
provisional_9_seed,2013-09,212122,598.6875553797005,952.5,1177.5,1312.5,1457.5,1602.5,1747.5,2007.5,2390.465428498282
provisional_9_seed,2013-10,214079,612.0869772608562,952.5,1177.5,1312.5,1452.5,1602.5,1742.5,2007.5,2411.250944211798
provisional_9_seed,2013-11,216091,602.8999344104236,952.5,1182.5,1312.5,1457.5,1602.5,1747.5,2017.5,2424.3745712735035
provisional_9_seed,2013-12,218026,560.0227411232083,947.5,1172.5,1312.5,1452.5,1602.5,1742.5,2007.5,2367.271066040984
provisional_9_seed,2014-01,220322,556.8627023115243,942.5,1172.5,1307.5,1452.5,1602.5,1742.5,2007.5,2388.743153022891
provisional_9_seed,2014-02,222921,537.8855822014307,932.5,1167.5,1302.5,1447.5,1597.5,1742.5,2012.5,2409.56627659679
provisional_9_seed,2014-03,224736,553.3443844933922,932.5,1167.5,1302.5,1447.5,1597.5,1737.5,2012.5,2467.0576526571103
provisional_9_seed,2014-04,226783,536.527017868044,932.5,1167.5,1302.5,1447.5,1597.5,1742.5,2012.5,2452.3312960325743
provisional_9_seed,2014-05,229831,556.5975968313458,932.5,1162.5,1302.5,1447.5,1597.5,1742.5,2012.5,2405.345034679977
provisional_9_seed,2014-06,232388,576.1844821629027,932.5,1167.5,1307.5,1447.5,1602.5,1742.5,2012.5,2401.231605495303
provisional_9_seed,2014-07,234772,563.3418256661137,927.5,1162.5,1302.5,1447.5,1597.5,1742.5,2007.5,2412.790064982727
provisional_9_seed,2014-08,237112,576.3788465935946,927.5,1162.5,1302.5,1447.5,1597.5,1742.5,2012.5,2391.9226998341883
provisional_9_seed,2014-09,239031,556.1227190905543,922.5,1157.5,1297.5,1442.5,1597.5,1742.5,2012.5,2386.3241688881585
provisional_9_seed,2014-10,241314,573.2897218683001,922.5,1157.5,1297.5,1442.5,1597.5,1742.5,2012.5,2458.3197374159286
provisional_9_seed,2014-11,243994,576.2487258197749,927.5,1162.5,1302.5,1447.5,1597.5,1747.5,2017.5,2403.6022498378243
provisional_9_seed,2014-12,246568,577.2618232919549,927.5,1157.5,1302.5,1447.5,1597.5,1742.5,2017.5,2387.9110565764245
provisional_9_seed,2015-01,249606,572.0054374963494,922.5,1152.5,1297.5,1442.5,1592.5,1742.5,2012.5,2416.8632259289197
provisional_9_seed,2015-02,252154,552.6340141038527,917.5,1152.5,1292.5,1437.5,1592.5,1737.5,2012.5,2448.3546838710968
provisional_9_seed,2015-03,254504,567.441966377712,917.5,1147.5,1292.5,1437.5,1587.5,1737.5,2012.5,2447.1243710930376
provisional_9_seed,2015-04,256990,548.1366421141357,912.5,1147.5,1292.5,1437.5,1592.5,1737.5,2012.5,2421.027174635826
provisional_9_seed,2015-05,260361,526.9087148948054,907.5,1142.5,1287.5,1437.5,1592.5,1737.5,2012.5,2431.8228845758463
provisional_9_seed,2015-06,263697,551.2887515892126,912.5,1147.5,1287.5,1437.5,1592.5,1737.5,2012.5,2430.7936132634445
provisional_9_seed,2015-07,266375,526.8823164626461,907.5,1142.5,1287.5,1432.5,1587.5,1737.5,2012.5,2485.2654798361573
provisional_9_seed,2015-08,269027,542.09943142105,902.5,1142.5,1282.5,1432.5,1587.5,1737.5,2012.5,2428.8608358499955
provisional_9_seed,2015-09,271697,532.7076379428106,907.5,1142.5,1287.5,1437.5,1592.5,1737.5,2022.5,2461.1628036134894
provisional_9_seed,2015-10,273996,550.5776965207044,902.5,1137.5,1282.5,1432.5,1587.5,1737.5,2017.5,2444.946330605372
provisional_9_seed,2015-11,276727,540.618027446241,897.5,1137.5,1282.5,1437.5,1592.5,1742.5,2017.5,2424.269220414859
provisional_9_seed,2015-12,279452,519.8108677229496,902.5,1142.5,1282.5,1437.5,1592.5,1737.5,2017.5,2430.973606581369
provisional_9_seed,2016-01,282958,520.2063905242443,897.5,1137.5,1277.5,1432.5,1587.5,1732.5,2012.5,2410.975896487902
provisional_9_seed,2016-02,285934,515.1306343198652,892.5,1132.5,1272.5,1427.5,1582.5,1732.5,2012.5,2408.0510954035576
provisional_9_seed,2016-03,288812,521.781874651497,897.5,1132.5,1277.5,1432.5,1587.5,1732.5,2012.5,2408.110025412497
provisional_9_seed,2016-04,291822,515.2155520019454,897.5,1132.5,1277.5,1432.5,1587.5,1732.5,2012.5,2429.9508684735506
provisional_9_seed,2016-05,294577,526.1296707366728,897.5,1132.5,1277.5,1432.5,1587.5,1737.5,2012.5,2447.1692209279113
provisional_9_seed,2016-06,297892,522.9730085764276,897.5,1127.5,1272.5,1427.5,1582.5,1732.5,2012.5,2409.0913377799366
provisional_9_seed,2016-07,300285,513.4703472165412,897.5,1127.5,1272.5,1427.5,1587.5,1732.5,2012.5,2391.769245264522
provisional_9_seed,2016-08,303374,470.57239739179,892.5,1127.5,1272.5,1427.5,1582.5,1732.5,2012.5,2432.327221482905
provisional_9_seed,2016-09,306107,468.89066559979,887.5,1122.5,1267.5,1422.5,1577.5,1727.5,2007.5,2394.279653984259
provisional_9_seed,2016-10,308218,468.71076788450506,887.5,1122.5,1267.5,1422.5,1582.5,1727.5,2007.5,2396.9820330529733
provisional_9_seed,2016-11,311147,464.656493279361,887.5,1122.5,1267.5,1422.5,1577.5,1727.5,2012.5,2417.6454162460195
provisional_9_seed,2016-12,313960,462.95166828183295,887.5,1122.5,1272.5,1427.5,1587.5,1732.5,2017.5,2428.9779435751802
provisional_9_seed,2017-01,317775,466.9813689858454,887.5,1122.5,1267.5,1422.5,1582.5,1727.5,2012.5,2389.4391358589382
provisional_9_seed,2017-02,320759,455.9380901156115,882.5,1117.5,1262.5,1422.5,1577.5,1727.5,2012.5,2385.197934783394
provisional_9_seed,2017-03,322957,500.6676897943474,882.5,1117.5,1267.5,1422.5,1582.5,1732.5,2012.5,2422.8832183715103
provisional_9_seed,2017-04,325913,488.5109392699199,877.5,1117.5,1262.5,1422.5,1582.5,1732.5,2017.5,2466.7834595899712
provisional_9_seed,2017-05,328980,491.49050850559195,877.5,1117.5,1262.5,1422.5,1582.5,1732.5,2012.5,2398.0257578961928
provisional_9_seed,2017-06,331640,505.87134396297023,882.5,1117.5,1267.5,1422.5,1582.5,1732.5,2017.5,2390.306161165579
provisional_9_seed,2017-07,334347,493.21369277510706,882.5,1117.5,1262.5,1422.5,1582.5,1732.5,2012.5,2405.6822850274357
provisional_9_seed,2017-08,337129,477.32609222024246,877.5,1112.5,1262.5,1422.5,1582.5,1732.5,2012.5,2409.3098564632373
provisional_9_seed,2017-09,339880,482.6149748060359,877.5,1112.5,1262.5,1422.5,1577.5,1732.5,2017.5,2468.699783504145
provisional_9_seed,2017-10,342003,481.9068873337063,877.5,1112.5,1257.5,1417.5,1577.5,1727.5,2012.5,2404.752105453959
provisional_9_seed,2017-11,344390,470.87599399930247,877.5,1112.5,1262.5,1422.5,1582.5,1732.5,2017.5,2413.447071951731
provisional_9_seed,2017-12,347525,481.41665004565294,877.5,1112.5,1257.5,1422.5,1582.5,1732.5,2017.5,2458.91548651315
provisional_9_seed,2018-01,350594,477.4782055490294,872.5,1112.5,1257.5,1417.5,1577.5,1732.5,2017.5,2438.818360468759
provisional_9_seed,2018-02,353502,483.5190415274631,877.5,1112.5,1257.5,1422.5,1582.5,1732.5,2017.5,2470.9367879264064
provisional_9_seed,2018-03,355978,495.49894002129884,877.5,1112.5,1257.5,1417.5,1577.5,1732.5,2012.5,2429.0748246847975
provisional_9_seed,2018-04,358254,493.0424137435957,877.5,1107.5,1257.5,1417.5,1582.5,1732.5,2017.5,2439.636666277049
provisional_9_seed,2018-05,361594,481.4967267331101,872.5,1107.5,1252.5,1417.5,1582.5,1732.5,2017.5,2462.3347624234775
provisional_9_seed,2018-06,364493,489.314481771935,872.5,1107.5,1257.5,1417.5,1577.5,1732.5,2012.5,2447.1456299062274
provisional_9_seed,2018-07,367002,487.9967334292861,872.5,1107.5,1252.5,1417.5,1577.5,1727.5,2012.5,2434.627750722664
provisional_9_seed,2018-08,370041,484.45345326061585,867.5,1102.5,1247.5,1412.5,1572.5,1722.5,2007.5,2455.4416221345873
provisional_9_seed,2018-09,372716,489.2469574568696,867.5,1102.5,1252.5,1412.5,1572.5,1727.5,2007.5,2443.7950833434716
provisional_9_seed,2018-10,374320,486.84160354678227,867.5,1102.5,1252.5,1412.5,1577.5,1727.5,2012.5,2450.1362197994367
provisional_9_seed,2018-11,376598,487.44773794791155,867.5,1102.5,1252.5,1417.5,1577.5,1732.5,2017.5,2449.748418309074
provisional_9_seed,2018-12,379292,492.42463109601715,867.5,1102.5,1252.5,1412.5,1577.5,1727.5,2017.5,2477.872255725537
provisional_9_seed,2019-01,382258,487.9594609706063,867.5,1102.5,1247.5,1412.5,1572.5,1727.5,2012.5,2441.45282129886
provisional_9_seed,2019-02,385227,480.43844710824845,862.5,1102.5,1252.5,1412.5,1577.5,1732.5,2017.5,2470.5563138427306
provisional_9_seed,2019-03,387207,491.98446864880754,867.5,1102.5,1247.5,1412.5,1572.5,1727.5,2012.5,2448.8449715657603
provisional_9_seed,2019-04,389783,481.139129394899,867.5,1102.5,1247.5,1412.5,1577.5,1732.5,2017.5,2450.082299778496
provisional_9_seed,2019-05,393041,465.87951225315044,867.5,1102.5,1247.5,1412.5,1577.5,1727.5,2012.5,2471.7469721905254
provisional_9_seed,2019-06,395348,487.59845315583976,867.5,1102.5,1247.5,1412.5,1572.5,1727.5,2012.5,2482.0593875322324
provisional_9_seed,2019-07,397811,477.0956208832187,867.5,1102.5,1247.5,1412.5,1577.5,1727.5,2017.5,2452.6296951065806
provisional_9_seed,2019-08,400598,457.97921200402044,862.5,1102.5,1247.5,1412.5,1577.5,1732.5,2017.5,2481.563996881117
provisional_9_seed,2019-09,403401,482.7119816439541,867.5,1102.5,1247.5,1412.5,1572.5,1727.5,2012.5,2449.981922371051
provisional_9_seed,2019-10,405002,469.7876530480761,862.5,1102.5,1247.5,1407.5,1572.5,1727.5,2017.5,2490.1037180255285
provisional_9_seed,2019-11,407499,477.38735068520947,867.5,1102.5,1247.5,1412.5,1572.5,1727.5,2017.5,2458.359074138532
provisional_9_seed,2019-12,410364,462.8280400387019,862.5,1097.5,1247.5,1407.5,1572.5,1722.5,2012.5,2457.749015547276
provisional_9_seed,2020-01,412890,464.19686626972015,862.5,1102.5,1247.5,1412.5,1572.5,1727.5,2017.5,2476.9020610695084
provisional_9_seed,2020-02,415476,463.43020212906697,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2012.5,2487.9906978877725
provisional_9_seed,2020-03,417248,504.3292431024017,862.5,1097.5,1242.5,1407.5,1567.5,1722.5,2012.5,2472.7239610331235
provisional_9_seed,2020-04,418821,482.0815845542814,862.5,1097.5,1242.5,1407.5,1572.5,1722.5,2012.5,2448.587682903144
provisional_9_seed,2020-05,418959,489.7443923806818,862.5,1097.5,1242.5,1407.5,1572.5,1722.5,2012.5,2451.959255579806
provisional_9_seed,2020-06,419092,492.0666678041921,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2012.5,2441.437397004116
provisional_9_seed,2020-07,419101,491.8562274666188,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2012.5,2441.2666144597015
provisional_9_seed,2020-08,419308,494.3057357761019,862.5,1097.5,1242.5,1407.5,1567.5,1722.5,2012.5,2440.390774100518
provisional_9_seed,2020-09,419735,476.3915059027061,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2012.5,2441.228744562151
provisional_9_seed,2020-10,420244,498.6713846416767,862.5,1097.5,1242.5,1407.5,1567.5,1722.5,2012.5,2448.979810141522
provisional_9_seed,2020-11,420703,499.0082931143444,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2012.5,2443.1652982418896
provisional_9_seed,2020-12,421132,497.1320308840038,862.5,1097.5,1242.5,1407.5,1572.5,1732.5,2017.5,2439.40021662719
provisional_9_seed,2021-01,421548,498.98740027360725,862.5,1097.5,1242.5,1407.5,1572.5,1732.5,2017.5,2442.5131221244483
provisional_9_seed,2021-02,422000,497.10222988547264,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2017.5,2461.0613875552
provisional_9_seed,2021-03,422315,504.0999526213983,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2012.5,2452.315149947678
provisional_9_seed,2021-04,422997,501.3080015801799,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2012.5,2446.5085242462774
provisional_9_seed,2021-05,424119,491.720076527722,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2017.5,2445.4125237567596
provisional_9_seed,2021-06,424918,501.9608743885855,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2017.5,2456.5991747726266
provisional_9_seed,2021-07,426942,495.79593673269403,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2017.5,2448.116491190617
provisional_9_seed,2021-08,428806,476.82780711623064,862.5,1097.5,1242.5,1407.5,1567.5,1722.5,2012.5,2443.8440911489724
provisional_9_seed,2021-09,430943,478.5319408886801,862.5,1097.5,1242.5,1407.5,1567.5,1722.5,2017.5,2458.9597343564915
provisional_9_seed,2021-10,432646,478.80291380225447,862.5,1097.5,1242.5,1407.5,1572.5,1727.5,2017.5,2466.168120975397
provisional_9_seed,2021-11,434809,476.85189863960966,867.5,1102.5,1247.5,1407.5,1572.5,1727.5,2017.5,2476.6046509090124
provisional_9_seed,2021-12,438200,475.9772828622595,862.5,1097.5,1242.5,1407.5,1567.5,1722.5,2017.5,2493.905592140226
provisional_9_seed,2022-01,441296,475.83451211454656,867.5,1102.5,1247.5,1407.5,1572.5,1727.5,2017.5,2538.0336514326054
provisional_9_seed,2022-02,443320,475.6224779368697,872.5,1102.5,1247.5,1407.5,1572.5,1727.5,2017.5,2544.379249478775
provisional_9_seed,2022-03,445564,481.4437868818469,872.5,1102.5,1247.5,1412.5,1572.5,1727.5,2017.5,2562.663309174993
provisional_9_seed,2022-04,448299,504.76371263217925,867.5,1102.5,1247.5,1407.5,1572.5,1727.5,2017.5,2533.467242017298
provisional_9_seed,2022-05,451898,498.5982197029948,872.5,1102.5,1247.5,1407.5,1572.5,1722.5,2017.5,2549.7517825805444
provisional_9_seed,2022-06,454636,475.0024027958011,872.5,1102.5,1247.5,1407.5,1572.5,1727.5,2017.5,2506.0840102709612
provisional_9_seed,2022-07,457524,486.35315629899395,872.5,1102.5,1242.5,1407.5,1567.5,1722.5,2012.5,2493.8625880403083
provisional_9_seed,2022-08,460759,489.3392681639252,872.5,1102.5,1242.5,1402.5,1567.5,1717.5,2007.5,2493.2830226063897
provisional_9_seed,2022-09,463718,494.48446810598597,872.5,1102.5,1242.5,1402.5,1567.5,1717.5,2007.5,2453.528658530351
provisional_9_seed,2022-10,466362,488.6658017685113,872.5,1102.5,1242.5,1402.5,1567.5,1717.5,2007.5,2443.4928271413023
provisional_9_seed,2022-11,469589,502.09712400034755,872.5,1102.5,1242.5,1402.5,1562.5,1717.5,2002.5,2439.368458659168
provisional_9_seed,2022-12,473150,490.9528575492274,872.5,1102.5,1242.5,1402.5,1562.5,1717.5,2012.5,2476.809267443005
provisional_9_seed,2023-01,476049,522.2551597530424,872.5,1102.5,1242.5,1402.5,1562.5,1717.5,2012.5,2454.8567791741625
provisional_9_seed,2023-02,480059,514.7092526215519,877.5,1102.5,1242.5,1402.5,1562.5,1717.5,2012.5,2512.378953402688
provisional_9_seed,2023-03,483551,520.9669456752565,877.5,1102.5,1242.5,1402.5,1562.5,1717.5,2012.5,2498.734963707436
provisional_9_seed,2023-04,486614,521.4626014515527,877.5,1102.5,1242.5,1402.5,1562.5,1717.5,2017.5,2501.993935016848
provisional_9_seed,2023-05,490437,521.085042471794,877.5,1102.5,1237.5,1397.5,1562.5,1712.5,2007.5,2467.6224847941644
provisional_9_seed,2023-06,493953,517.5842771319233,877.5,1102.5,1242.5,1402.5,1562.5,1717.5,2012.5,2491.869132321064
provisional_9_seed,2023-07,496992,517.4417893868489,877.5,1102.5,1242.5,1402.5,1562.5,1722.5,2012.5,2475.047235806599
provisional_9_seed,2023-08,500593,508.4742131299148,877.5,1102.5,1242.5,1397.5,1562.5,1717.5,2012.5,2505.689157996004
provisional_9_seed,2023-09,504526,502.01836348898314,877.5,1102.5,1242.5,1402.5,1562.5,1722.5,2017.5,2513.4598052993015
provisional_9_seed,2023-10,506855,492.87176183943814,877.5,1102.5,1237.5,1397.5,1562.5,1717.5,2017.5,2511.979993144702
provisional_9_seed,2023-11,510680,500.1591435905615,877.5,1102.5,1237.5,1397.5,1562.5,1717.5,2017.5,2510.8949983850775
provisional_9_seed,2023-12,513968,525.3511181757837,872.5,1097.5,1237.5,1397.5,1557.5,1712.5,2007.5,2472.171958549519
provisional_9_seed,2024-01,517402,504.50713883634614,877.5,1102.5,1237.5,1397.5,1557.5,1717.5,2012.5,2479.374176187244
provisional_9_seed,2024-02,521940,505.3976862093332,877.5,1102.5,1242.5,1397.5,1562.5,1722.5,2017.5,2467.822611864273
provisional_9_seed,2024-03,525982,488.07953559417746,872.5,1097.5,1237.5,1392.5,1557.5,1712.5,2012.5,2475.901550089091
provisional_9_seed,2024-04,529797,482.59333984850684,877.5,1097.5,1237.5,1392.5,1552.5,1707.5,2002.5,2479.2823097487235
provisional_9_seed,2024-05,535092,490.407688170751,877.5,1102.5,1237.5,1397.5,1557.5,1712.5,2007.5,2510.1602030373665
provisional_9_seed,2024-06,538881,527.1970062463407,877.5,1097.5,1237.5,1392.5,1552.5,1707.5,2002.5,2447.7744355425853
provisional_9_seed,2024-07,541528,493.0410863621718,877.5,1097.5,1232.5,1392.5,1552.5,1707.5,2002.5,2482.5163341172197
provisional_9_seed,2024-08,545471,521.1499968853873,877.5,1097.5,1237.5,1392.5,1552.5,1707.5,2007.5,2482.3193496757212
provisional_9_seed,2024-09,548434,528.0077098082617,877.5,1102.5,1237.5,1392.5,1552.5,1707.5,2002.5,2461.61057234911
provisional_9_seed,2024-10,551044,526.4396626353471,882.5,1102.5,1237.5,1392.5,1557.5,1707.5,2007.5,2498.560874997362
provisional_9_seed,2024-11,554867,491.6471937755617,882.5,1102.5,1237.5,1397.5,1557.5,1712.5,2007.5,2496.3225501138663
provisional_9_seed,2024-12,558560,522.4988629815587,877.5,1097.5,1232.5,1392.5,1552.5,1707.5,2002.5,2514.06543898285
provisional_9_seed,2025-01,562049,526.349492023919,877.5,1097.5,1237.5,1392.5,1557.5,1712.5,2007.5,2485.0669717062588
provisional_9_seed,2025-02,566253,513.3601817489792,882.5,1102.5,1237.5,1392.5,1557.5,1712.5,2007.5,2481.8447980300643
provisional_9_seed,2025-03,569841,509.6518969094515,882.5,1097.5,1237.5,1392.5,1557.5,1712.5,2007.5,2468.223563690197
provisional_9_seed,2025-04,572901,524.9622571020831,887.5,1102.5,1237.5,1392.5,1557.5,1712.5,2007.5,2468.2196762286076
provisional_9_seed,2025-05,576432,524.0530726305282,882.5,1102.5,1237.5,1392.5,1557.5,1712.5,2007.5,2494.5842585847568
provisional_9_seed,2025-06,580020,520.9586994173011,882.5,1097.5,1232.5,1392.5,1552.5,1707.5,2002.5,2468.165579100003
provisional_9_seed,2025-07,583072,530.0263217600323,882.5,1102.5,1237.5,1392.5,1557.5,1712.5,2007.5,2503.071983318392
provisional_9_seed,2025-08,586106,523.9050465137545,882.5,1097.5,1232.5,1392.5,1552.5,1712.5,2007.5,2499.38964098293
provisional_9_seed,2025-09,588993,503.37165322799103,882.5,1097.5,1232.5,1392.5,1552.5,1707.5,2007.5,2521.1789451187738
provisional_9_seed,2025-10,591352,521.5073218490729,877.5,1097.5,1232.5,1387.5,1552.5,1702.5,1997.5,2507.287311233596
provisional_9_seed,2025-11,594327,519.0349692920074,882.5,1102.5,1232.5,1392.5,1552.5,1707.5,2007.5,2511.5293238094305
provisional_9_seed,2025-12,597530,523.6881307018101,882.5,1097.5,1232.5,1387.5,1552.5,1707.5,2007.5,2520.1953819144737
provisional_full,2008-04,35706,1044.3457205327193,1222.5,1342.5,1422.5,1507.5,1602.5,1697.5,1862.5,2214.8652376950513
provisional_full,2008-07,63413,990.9299904502259,1232.5,1357.5,1437.5,1532.5,1632.5,1727.5,1917.5,2237.957347336259
provisional_full,2008-10,78126,945.7847470609556,1217.5,1367.5,1457.5,1562.5,1672.5,1782.5,1977.5,2287.375195817607
provisional_full,2009-01,88435,927.3026927469973,1222.5,1367.5,1457.5,1567.5,1682.5,1792.5,2012.5,2333.364419206192
provisional_full,2009-04,96130,926.8973797669398,1212.5,1362.5,1457.5,1572.5,1697.5,1812.5,2042.5,2401.7565705334428
provisional_full,2009-07,106936,930.0708500545776,1212.5,1367.5,1462.5,1582.5,1702.5,1827.5,2062.5,2371.623841476675
provisional_full,2009-09,111986,927.4744938284196,1217.5,1377.5,1477.5,1597.5,1727.5,1852.5,2107.5,2457.0586463247178
provisional_full,2009-11,115356,929.1711182485794,1222.5,1382.5,1482.5,1607.5,1742.5,1872.5,2127.5,2448.162954246907
provisional_full,2010-01,119145,931.3608753688189,1217.5,1382.5,1487.5,1617.5,1752.5,1882.5,2137.5,2472.7497897469307
provisional_full,2010-03,122006,932.8017081294059,1222.5,1387.5,1492.5,1622.5,1762.5,1902.5,2167.5,2694.0722903492856
provisional_full,2010-05,126711,933.4278079230813,1217.5,1387.5,1497.5,1632.5,1777.5,1917.5,2182.5,2677.1756964001997
provisional_full,2010-07,130342,933.1391090283619,1212.5,1382.5,1497.5,1637.5,1787.5,1927.5,2202.5,2609.6074150718296
provisional_full,2010-09,135161,929.8025193627101,1217.5,1387.5,1502.5,1642.5,1797.5,1937.5,2212.5,2623.5321979326054
provisional_full,2010-11,138572,741.3813642189215,1222.5,1392.5,1507.5,1652.5,1802.5,1947.5,2222.5,2602.515936846732
provisional_full,2011-01,142158,741.5313650121112,1227.5,1397.5,1512.5,1652.5,1802.5,1942.5,2232.5,2615.667768690252
provisional_full,2011-03,145507,741.5135094905237,1217.5,1392.5,1507.5,1647.5,1802.5,1947.5,2227.5,2584.2097947659013
provisional_full,2011-05,149681,743.7143904630282,1217.5,1392.5,1512.5,1657.5,1812.5,1957.5,2252.5,2818.9896552455375
provisional_full,2011-07,153718,743.1518819135734,1212.5,1392.5,1512.5,1662.5,1822.5,1967.5,2257.5,2780.791946160046
provisional_full,2011-09,158478,745.3911039357911,1222.5,1402.5,1517.5,1672.5,1832.5,1982.5,2277.5,2682.6718016122645
provisional_full,2011-11,162520,744.186500692536,1227.5,1402.5,1522.5,1672.5,1832.5,1982.5,2272.5,2711.010703779096
provisional_full,2012-01,167627,743.9821901111842,1232.5,1407.5,1522.5,1672.5,1832.5,1982.5,2287.5,2724.7665765488614
provisional_full,2012-03,171133,742.5163080870288,1227.5,1397.5,1517.5,1667.5,1832.5,1987.5,2287.5,2725.3462878992577
provisional_full,2012-05,178038,741.4037177690692,1222.5,1397.5,1512.5,1667.5,1837.5,1992.5,2297.5,2770.135518655543
provisional_full,2012-07,182593,741.5733117713065,1222.5,1397.5,1517.5,1672.5,1837.5,1992.5,2297.5,2769.3994834238747
provisional_full,2012-08,184603,742.9292375924945,1222.5,1397.5,1517.5,1667.5,1832.5,1992.5,2302.5,2765.5536317545793
provisional_full,2012-09,187074,742.0667870003782,1227.5,1402.5,1522.5,1677.5,1847.5,2002.5,2312.5,2809.777880100769
provisional_full,2012-10,188463,743.6287334176552,1222.5,1402.5,1522.5,1682.5,1847.5,2007.5,2322.5,2860.0606783361645
provisional_full,2012-11,190357,744.2832655420078,1227.5,1402.5,1522.5,1682.5,1852.5,2012.5,2327.5,2903.9199064945633
provisional_full,2012-12,192314,744.3069393978594,1227.5,1407.5,1527.5,1687.5,1857.5,2017.5,2332.5,2860.902165995709
provisional_full,2013-01,194095,742.9898289253308,1227.5,1407.5,1527.5,1687.5,1857.5,2022.5,2337.5,2880.633355545443
provisional_full,2013-02,195949,742.2883561671748,1222.5,1402.5,1522.5,1682.5,1857.5,2022.5,2342.5,2930.5293901630657
provisional_full,2013-03,198152,742.048427354149,1212.5,1397.5,1517.5,1682.5,1857.5,2022.5,2337.5,2939.978311354869
provisional_full,2013-04,200710,742.5970866832149,1222.5,1397.5,1522.5,1682.5,1857.5,2022.5,2347.5,2963.6569984759003
provisional_full,2013-05,203414,741.7211769672871,1222.5,1402.5,1522.5,1687.5,1867.5,2032.5,2352.5,2926.902878922273
provisional_full,2013-06,206152,741.6540674537375,1227.5,1407.5,1527.5,1692.5,1867.5,2032.5,2357.5,2933.149763893483
provisional_full,2013-07,208061,742.1610933448612,1227.5,1407.5,1527.5,1692.5,1867.5,2037.5,2362.5,2961.165164317136
provisional_full,2013-08,210261,743.4539308426587,1227.5,1407.5,1532.5,1697.5,1877.5,2042.5,2367.5,2926.047764807409
provisional_full,2013-09,212122,744.8627807923746,1227.5,1407.5,1532.5,1707.5,1887.5,2052.5,2372.5,2922.998369995371
provisional_full,2013-10,214079,746.1376898624862,1227.5,1412.5,1537.5,1702.5,1882.5,2052.5,2382.5,3002.7979662436005
provisional_full,2013-11,216091,746.3219918346205,1232.5,1412.5,1537.5,1712.5,1892.5,2062.5,2392.5,3012.9413473710683
provisional_full,2013-12,218026,745.8835562446028,1227.5,1412.5,1537.5,1707.5,1892.5,2062.5,2387.5,2980.1678227804423
provisional_full,2014-01,220322,745.7119513351488,1227.5,1412.5,1537.5,1712.5,1897.5,2067.5,2397.5,3024.6703164187547
provisional_full,2014-02,222921,747.1228751624678,1227.5,1407.5,1532.5,1707.5,1897.5,2067.5,2407.5,3038.2914939808015
provisional_full,2014-03,224736,746.8370360547187,1227.5,1407.5,1532.5,1707.5,1892.5,2067.5,2407.5,3076.4723318860115
provisional_full,2014-04,226783,746.9910715461925,1227.5,1407.5,1532.5,1707.5,1897.5,2072.5,2412.5,3070.4675757249674
provisional_full,2014-05,229831,746.1826049027648,1227.5,1407.5,1537.5,1712.5,1902.5,2077.5,2407.5,3048.7416701960856
provisional_full,2014-06,232388,745.7513567151138,1227.5,1412.5,1537.5,1717.5,1907.5,2082.5,2417.5,3075.082327538619
provisional_full,2014-07,234772,745.1300034542492,1227.5,1407.5,1537.5,1712.5,1902.5,2082.5,2417.5,3071.97645205888
provisional_full,2014-08,237112,746.1974448127587,1227.5,1412.5,1542.5,1717.5,1907.5,2082.5,2422.5,3040.982638871977
