pool_a,pool_b,offset_a_vs_b
23,37,1.3447785403969827
23,38,-0.45261259511388086
23,39,0.8517408119050554
23,40,1.168983336612304
23,41,1.2636336064086178
23,42,0.947903865480111
23,43,3.4563277510877195
23,44,2.240895077715066
23,45,-4.736298488232668
23,46,0.18245371095291668
23,47,-1.0526621104957434
23,48,0.9786690239766633
23,49,1.113732871389161
23,50,-0.4495820987561086
23,51,-1.0205488621198675
23,52,-1.1573558108005602
23,53,0.19388748462236202
23,54,-0.13651311826140913
23,55,0.0
23,56,0.0
24,25,-3.4551651396963257
24,26,-4.091157238018655
24,27,-31.60318393844452
24,28,-2.746654764484787
24,29,0.38998980678864925
24,30,-1.5935210705690406
24,31,-0.8622614027644201
24,32,2.6666167079096494
24,33,-0.08405180414760427
24,34,-8.174238346058987
24,35,0.46762908393491165
24,36,4.173225277735932
24,37,-4.356963935151142
24,38,4.203287612618803
24,39,-0.3212653200540546
24,40,7.93853880865846
24,41,-1.4022535170979809
24,42,-0.008309629020496626
24,43,-6.274633919273001
24,44,-1.0992922898591178
24,45,-5.931883280308825
24,46,3.8261135989417316
24,47,2.008115077766666
24,48,0.7544868103072546
24,49,0.5666281002081609
24,50,-0.11763119778895129
24,51,0.3270137154628705
24,52,1.1013866966174493
24,53,-1.8625738605809765
24,54,0.0
24,55,0.4631438643113474
24,56,0.37933928410145534
25,26,-0.8895759488770884
25,27,0.1320681501476948
25,28,1.3930672184697945
25,29,-0.4382345425293714
25,30,2.9897436841932246
25,31,2.614556196256128
25,32,1.4701048895113313
25,33,-4.208475073093581
25,34,0.7580501271853193
25,35,-0.125610270988412
25,36,-3.6400229741851176
25,37,3.174111174207545
25,38,0.3384067397594128
25,39,-0.4029825185941456
25,40,-1.5479956973052142
25,41,0.6548632307518744
25,42,0.7844059100050871
25,43,3.13542408243867
25,44,2.2795603467434766
25,45,-2.3072842171976657
25,46,-1.1539585054163408
25,47,-0.9408207960718421
25,48,0.8788832184270354
25,49,-0.36510648257968314
25,50,0.0
25,51,-1.539591238974218
25,52,-0.6270078750790146
25,53,-0.09081371892544761
25,54,0.0
25,55,0.11553588214298274
25,56,-0.20268482855517855
26,27,-13.437953825499438
26,28,1.6062205683632136
26,29,-2.2748052563017898
26,30,-0.1743304320818504
26,31,6.558935025894983
26,32,1.3913853302869685
