pool_a,pool_b,offset_a_vs_b
26,33,6.058906344549487
26,34,-0.7916503581051311
26,35,-1.6058656308252663
26,36,2.0829876938039997
26,37,1.7399537266075322
26,38,-1.6879731203230217
26,39,-0.33679880352313296
26,40,2.5123055945241313
26,41,-0.16083839662167945
26,42,-1.7357897154425912
26,43,1.7868891278701506
26,44,-2.626627015303256
26,45,1.6802337944599461
26,46,0.5371449617809646
26,47,0.8617121202569571
26,48,-1.4309375946080123
26,49,-0.13625194323659343
26,50,-0.3709342066297796
26,51,-2.2802506130941134
26,52,-0.28286020700703773
26,53,0.0
26,54,0.0
26,55,0.0
26,56,0.0
27,28,9.18396694546561
27,29,9.293118993965868
27,30,-2.018454899243194
27,31,28.84069110389311
27,32,1.2789735667817996
27,33,40.79610430000718
27,34,11.653370570803066
27,35,0.9145999153409987
27,36,2.2075629208450147
27,37,-0.10535170618400852
27,38,14.455893364254573
27,39,-1.289281792411255
27,40,28.304422286361234
27,41,-6.4212109882243364
27,42,1.5661475831699228
27,43,3.341604975745152
27,44,-1.057615837409745
27,45,5.2254094587759585
27,46,5.580618612996111
27,47,7.8829725821457535
27,48,-0.17582575998861277
27,49,-0.007183710339362271
27,50,-0.05307459542912427
27,51,-0.9652675736271139
27,52,-1.3158677972815371
27,53,-0.3991359587812823
27,54,0.0
27,55,1.6860306399996388
27,56,0.0
28,29,4.535622119160953
28,30,-2.1567478588041626
28,31,1.932592446884142
28,32,5.683681742537411
28,33,-4.609619467493709
28,34,1.3952850340144995
28,35,2.4137448110039905
28,36,-3.749472028984567
28,37,-2.756829878171287
28,38,-11.541911049787931
28,39,-0.15003850984431705
28,40,-3.527605998543758
28,41,1.6282048901093304
28,42,0.5489463459887843
28,43,6.576201219044273
28,44,-1.5101627956754293
28,45,-6.17489961508785
28,46,-2.1629283446450427
28,47,2.546363207959006
28,48,1.1711144160488953
28,49,-0.6074860972771605
28,50,0.4607092420108211
28,51,-0.40686157276013696
28,52,-0.5721590271907705
28,53,-0.2016732080406736
28,54,-0.13777508115864676
28,55,0.0
28,56,0.0
29,30,-0.06717836985357244
29,31,0.5217321719138035
29,32,-2.9506679472347446
29,33,1.255794077000263
29,34,2.533295062128976
29,35,-8.535453411131211
29,36,0.500299442425826
29,37,0.1485250282151954
29,38,-0.1810941189215195
29,39,-0.20821765427154504
29,40,1.4238873015663271
29,41,0.32205556108796235
29,42,0.13351948878999367
29,43,0.2133552874810568
29,44,0.34084985018201847
29,45,-1.3741707860697463
29,46,0.8159979082077026
29,47,0.10702628056003816
29,48,-0.17718792652070442
29,49,0.0
29,50,-3.8364340477168413
29,51,-1.0390854073972946
29,52,-0.1933329968875378
29,53,0.0
29,54,-0.584322101379296
29,55,0.0
29,56,0.0
30,31,1.372488902166369
30,32,-0.5073371473373288
30,33,-3.178862999675863
30,34,0.04226231646277309
30,35,0.6729775544800247
30,36,-1.2125469511521971
30,37,-0.6691363577759954
30,38,-2.782577919773932
30,39,-4.992181092614253
30,40,-0.14065889425912595
30,41,-1.2283638406071162
30,42,-6.462945778746379
30,43,-0.5938683963783947
30,44,0.741669644110972
30,45,-0.21494616756939175
30,46,-1.475207395457896
30,47,1.0186275220222534
30,48,0.0
30,49,-0.687496443697455
30,50,0.08455978610840742
30,51,-0.510576593452811
30,52,0.6539566783838375
30,53,0.0
30,54,0.0
30,55,0.0
30,56,0.28218693111980975
31,32,-0.588673268362514
31,33,-2.8115099488766306
31,34,-8.539042767230688
31,35,-0.3570089831759827
31,36,-3.0047208450238845
31,37,-0.22864451906505176
31,38,-0.4141466758905297
31,39,0.3476760407077841
31,40,0.03374132033874705
31,41,-3.4714268926744993
31,42,-0.06103327233992501
31,43,1.30872408130616
31,44,1.2450033407259102
31,45,0.8388893799059994
31,46,-0.12521489028763255
31,47,-4.23145023661373
31,48,-0.7575687674781129
31,49,0.24187389720458938
31,50,0.19604126548220607
31,51,0.4751507486142266
31,52,-1.892673542993652
31,53,0.20199506378038323
31,54,0.0
31,55,4.37263136752614
31,56,-0.1441821403633844
32,33,-1.1016060523148652
32,34,-0.4160011058748087
32,35,-2.163405780902247
32,36,-0.29665611341449544
32,37,-0.29525088638060526
32,38,-1.4432538205363603
32,39,0.36234016599135227
32,40,-2.2123989037885194
32,41,-0.3000214141656401
32,42,-0.16304685875154137
32,43,-0.01715361996505832
32,44,0.2864048455548387
32,45,2.777922029364337
32,46,-0.4714197844971985
32,47,0.032474266980123186
32,48,0.04638868442951554
32,49,0.0
32,50,0.1568316719894776
32,51,-0.8200742169077072
32,52,-0.2071809601143174
32,53,0.0
32,54,0.4826326149539678
32,55,0.0
32,56,0.0
33,34,0.3218209282264628
33,35,3.0981974049059167
33,36,2.4119495528903836
33,37,1.8471973235072343
33,38,-2.65961842198248
33,39,1.3667901245814018
33,40,1.7586121772076266
33,41,-0.7049554288601663
33,42,-2.4525220624161213
33,43,2.085239899794398
33,44,2.3972639032641423
33,45,3.7197923822348367
33,46,3.6858747632439792
33,47,0.5150974965153229
33,48,-0.04189940442768982
33,49,0.9178741963863658
33,50,-1.8469896023651124
33,51,-3.308760979615063
33,52,-0.05380191563848354
33,53,0.0
33,54,0.32612589272373016
33,55,0.005756409888004618
33,56,0.0
34,35,-0.7269955645081336
34,36,0.14164123643355506
34,37,-0.15803583470167962
34,38,-0.5771002267620673
34,39,0.15384120048970926
34,40,10.786651819769348
34,41,-1.1927612191322972
34,42,-0.1614242718338801
34,43,-0.23601031315348897
34,44,-0.39468019780553676
34,45,0.3635593098623697
34,46,-2.1627925413310383
34,47,-0.557092129613725
34,48,-1.1362644691520798
34,49,-0.009765197604688164
34,50,0.0
34,51,-0.03584304463899171
34,52,-0.030525971602225983
34,53,0.18772199418553542
34,54,0.0
34,55,0.30197029336777825
34,56,0.0
35,36,-0.18311147550868948
35,37,-0.13648018276809976
35,38,1.4312384058698389
35,39,-1.2081920196980245
35,40,1.6647159123165451
35,41,-0.026785516924581993
35,42,-0.3654894554263586
35,43,-1.200826433523684
35,44,-0.17778367308394172
35,45,-0.6198300810824895
35,46,-1.3186018229877818
35,47,-0.5076447189348643
35,48,-0.3111388170695969
35,49,-0.14847024579230927
35,50,-3.1700017412678547
35,51,-1.5193662272326776
35,52,-0.21408631642137843
35,53,0.17490402244701822
35,54,1.1777303606757252
35,55,0.0
35,56,0.0
36,37,2.4609958725663166
36,38,1.3035303742694524
36,39,-0.4605029439722441
36,40,0.2458555087393641
36,41,-1.4862536828230648
36,42,-0.6871894122591495
36,43,6.500568698423749
36,44,0.4426514684577314
36,45,-0.4577404427756276
36,46,3.5889740682050206
36,47,3.029698482249625
36,48,0.22042932381898636
36,49,-0.06976772811970226
36,50,0.0
36,51,-0.22162714912990278
36,52,-0.17589592454606034
36,53,0.7721449041375015
36,54,0.0
36,55,0.9719641598675328
36,56,0.0
37,38,-1.8425393878056595
37,39,2.9178909880141206
37,40,1.675668190084099
37,41,1.5790664080066517
37,42,1.5114329785979121
37,43,-2.5432638287976217
37,44,0.12430777353060152
37,45,0.49402735226735944
37,46,0.011044590216427301
37,47,-3.429462047394394
37,48,0.36757050712138717
37,49,0.251149914360356
37,50,0.0
37,51,0.23750682744911103
37,52,-0.19178736766729015
37,53,0.0
37,54,0.0
37,55,0.018851905312628883
37,56,0.0
38,39,2.4814648541010875
38,40,0.0660312284018606
38,41,-0.3788556832130315
38,42,-0.27686367654624644
38,43,-1.9010284628347
38,44,0.8256106168159538
38,45,-11.509268456037
38,46,3.304592216387008
38,47,-0.869005004827118
38,48,0.5029106742111847
38,49,0.834406422252278
38,50,-0.5961449122685182
38,51,-0.2913507324423441
38,52,0.1927083078109193
38,53,0.0
38,54,0.0
38,55,0.008181342543848509
38,56,0.0
39,40,-1.9598903856940009
39,41,0.3651834732715561
39,42,-0.3552032806651084
39,43,0.45483508723009447
39,44,7.145013579884649
39,45,-0.48928038771620047
39,46,0.22206548021648853
39,47,0.16655183107204297
39,48,0.112015806077187
39,49,0.11866516839383266
39,50,0.0
39,51,0.0
39,52,-2.4886912414523548
39,53,0.0
39,54,0.0
39,55,0.0
39,56,0.17534916979769366
40,41,-2.3848120308180154
40,42,-0.029211289393041764
40,43,2.0283161519737503
40,44,-0.6208635183729473
40,45,1.2912549409912983
40,46,-0.6497611908515821
40,47,-0.16271880883563333
40,48,-2.199117708604106
40,49,-0.15353310731205672
40,50,-1.191447471082809
40,51,1.6377789629731574
40,52,-0.05635646506453417
40,53,0.03867036892948054
40,54,0.6824348693786524
40,55,-0.0689084685407024
40,56,0.0
41,42,0.45468596455791227
41,43,0.30507828259196845
41,44,-0.09465168642441577
41,45,-0.2220947189660364
41,46,-0.45493346162810194
41,47,0.902767478120587
41,48,0.0
41,49,0.29062318473674215
41,50,0.0
41,51,0.09262188382929061
41,52,0.4216473955169136
41,53,0.27630064775474467
41,54,0.0
41,55,0.19186868083926284
41,56,0.0
42,43,-0.19791915086788262
42,44,11.882465091882676
42,45,0.010381178833097303
42,46,-0.34175623767774854
42,47,-0.2478140279717744
42,48,-0.15745762492029805
42,49,-0.2867747747725131
42,50,0.0
42,51,-0.05106870329513522
42,52,0.3096237848806104
42,53,0.0
42,54,0.0
42,55,0.0
42,56,0.5663016866202193
43,44,0.947892574068447
43,45,1.9124376882838088
43,46,-0.6887584337733665
43,47,0.32168019261636144
43,48,0.6958153898590308
43,49,-0.6911870119946094
43,50,0.0
43,51,0.36241420106462724
43,52,0.9019173776454653
43,53,0.29451775750083825
43,54,0.0
43,55,1.1587432552627694
43,56,0.0
44,45,-0.4787332119648213
44,46,-0.2580279190707484
44,47,0.0670884466026575
44,48,-0.04436365901545284
44,49,-0.07008962089893234
44,50,0.0
44,51,-0.3218605558056525
44,52,0.7612075205994075
44,53,0.0
44,54,0.0
44,55,0.0
44,56,-0.29296356304924764
45,46,3.0905714598878875
45,47,0.375634135596394
45,48,-0.21857446806020345
45,49,0.03447799224666295
45,50,-0.8524042456454244
45,51,0.10039860181647658
45,52,-0.016909810661719097
45,53,0.0
45,54,0.19000471165607416
45,55,0.0
45,56,0.0
46,47,0.7834668055501658
46,48,-0.37210611937027477
46,49,-0.5678270685206743
46,50,0.0
46,51,-0.2976530144278139
46,52,-0.6420274584407085
46,53,0.0829213620086465
46,54,0.0
46,55,0.0
46,56,0.0
47,48,-1.1559510178738224
47,49,0.0
47,50,0.21275416949775033
47,51,-0.3383685587351097
47,52,-1.0100707750679818
47,53,1.102918175733594
47,54,0.0
47,55,1.900840160831563
47,56,0.0
48,49,0.0
48,50,0.0
48,51,0.5387471290679733
48,52,-0.14559758563279568
48,53,0.30117201091699797
48,54,0.0
48,55,0.0
48,56,0.0
49,50,0.0
49,51,0.0
49,52,0.0
49,53,0.0
49,54,0.0
49,55,0.0
49,56,0.0
50,51,0.4439800388501262
50,52,0.0
50,53,0.0
50,54,0.03581233172807995
50,55,0.0
50,56,0.0
51,52,-0.2126336654011408
51,53,0.014720256661562486
51,54,0.0
51,55,0.0
51,56,0.0
52,53,-0.23142853565485677
52,54,0.0
52,55,1.0842861985288563
52,56,0.0
53,54,0.0
53,55,0.7158050335516655
53,56,0.0
54,55,0.0
54,56,0.0
55,56,0.0
